7.0,8.0,0.75,0.66
5.0,4.0,0.8,0.5
4.0,2.0,0.8,0.5
6.94736056155,7.85188812768,0.727306086712,0.686313234778,Goal reached.
5.03849732492,4.13040155086,0.85674881761,0.515733907674,Goal reached.
4.25209715878,2.94217464693,-0.434666382635,0.90059154771,Failed to find a valid plan. Even after executing recovery behaviors.
